Source,Target,Weight,Canto,Book
dushan,rama,1,Canto I. Nárad.,Book I.
maricha,rama,1,Canto I. Nárad.,Book I.
rama,jatayu,1,Canto I. Nárad.,Book I.
sugriva,bali,2,Canto I. Nárad.,Book I.
rama,sugriva,2,Canto I. Nárad.,Book I.
bali,sugriva,1,Canto I. Nárad.,Book I.
rama,bali,1,Canto I. Nárad.,Book I.
sugriva,rama,1,Canto I. Nárad.,Book I.
ravan,vibhishan,1,Canto I. Nárad.,Book I.
ravan,sita,1,Canto I. Nárad.,Book I.
vibhishan,sita,1,Canto I. Nárad.,Book I.
rama,narad,1,Canto II. Brahmá's Visit,Book I.
rama,kaikeyi,1,Canto III. The Argument.,Book I.
bharat,nandigrama,1,Canto III. The Argument.,Book I.
bharat,rama,2,Canto III. The Argument.,Book I.
bharat,dandak,1,Canto III. The Argument.,Book I.
bharat,anasuya,1,Canto III. The Argument.,Book I.
nandigrama,rama,1,Canto III. The Argument.,Book I.
nandigrama,dandak,1,Canto III. The Argument.,Book I.
nandigrama,anasuya,1,Canto III. The Argument.,Book I.
rama,dandak,1,Canto III. The Argument.,Book I.
rama,anasuya,1,Canto III. The Argument.,Book I.
dandak,anasuya,1,Canto III. The Argument.,Book I.
indra,agastya,1,Canto III. The Argument.,Book I.
indra,rama,1,Canto III. The Argument.,Book I.
indra,viradha,1,Canto III. The Argument.,Book I.
agastya,rama,1,Canto III. The Argument.,Book I.
agastya,viradha,1,Canto III. The Argument.,Book I.
rama,viradha,1,Canto III. The Argument.,Book I.
panchavata,surpanakha,1,Canto III. The Argument.,Book I.
panchavata,ravan,1,Canto III. The Argument.,Book I.
panchavata,maricha,1,Canto III. The Argument.,Book I.
surpanakha,ravan,1,Canto III. The Argument.,Book I.
surpanakha,maricha,1,Canto III. The Argument.,Book I.
ravan,maricha,1,Canto III. The Argument.,Book I.
rama,vulture-king,2,Canto III. The Argument.,Book I.
rama,kabandha,2,Canto III. The Argument.,Book I.
rama,pampa,2,Canto III. The Argument.,Book I.
vulture-king,kabandha,1,Canto III. The Argument.,Book I.
vulture-king,pampa,1,Canto III. The Argument.,Book I.
kabandha,pampa,1,Canto III. The Argument.,Book I.
bali,sugriva,4,Canto III. The Argument.,Book I.
hanuman,mainaka,2,Canto III. The Argument.,Book I.
hanuman,lanka,3,Canto III. The Argument.,Book I.
mainaka,lanka,1,Canto III. The Argument.,Book I.
sita,hanuman,1,Canto III. The Argument.,Book I.
rama,nala,1,Canto III. The Argument.,Book I.
vibhishan,kumbhakarna,1,Canto III. The Argument.,Book I.
vibhishan,meghanada,1,Canto III. The Argument.,Book I.
kumbhakarna,meghanada,1,Canto III. The Argument.,Book I.
ravan,sita,1,Canto III. The Argument.,Book I.
ravan,vibhishan,1,Canto III. The Argument.,Book I.
ravan,pushpak,1,Canto III. The Argument.,Book I.
ravan,brahma,1,Canto III. The Argument.,Book I.
sita,vibhishan,1,Canto III. The Argument.,Book I.
sita,pushpak,1,Canto III. The Argument.,Book I.
sita,brahma,1,Canto III. The Argument.,Book I.
vibhishan,pushpak,1,Canto III. The Argument.,Book I.
vibhishan,brahma,1,Canto III. The Argument.,Book I.
pushpak,brahma,1,Canto III. The Argument.,Book I.
rama,valmiki,1,Canto III. The Argument.,Book I.
indra,manu,1,Canto VI. The King.,Book I.
dasaratha,indra,1,Canto VI. The King.,Book I.
dhrishti,siddharth,1,Canto VII. The Ministers.,Book I.
dhrishti,arthasadhak,1,Canto VII. The Ministers.,Book I.
dhrishti,dharmapal,1,Canto VII. The Ministers.,Book I.
dhrishti,asok,1,Canto VII. The Ministers.,Book I.
siddharth,arthasadhak,1,Canto VII. The Ministers.,Book I.
siddharth,dharmapal,1,Canto VII. The Ministers.,Book I.
siddharth,asok,1,Canto VII. The Ministers.,Book I.
arthasadhak,dharmapal,1,Canto VII. The Ministers.,Book I.
arthasadhak,asok,1,Canto VII. The Ministers.,Book I.
dharmapal,asok,1,Canto VII. The Ministers.,Book I.
vibhandak,rishyasring,1,Canto IX. Rishyasring.,Book I.
santa,dasaratha,1,Canto X. Rishyasring Invited.,Book I.
dasaratha,santa,1,Canto X. Rishyasring Invited.,Book I.
sumantra,vasishtha,1,Canto XI. The Sacrifice Decreed.,Book I.
sumantra,vamadeva,1,Canto XI. The Sacrifice Decreed.,Book I.
vasishtha,vamadeva,1,Canto XI. The Sacrifice Decreed.,Book I.
rishyasring,vasishtha,1,Canto XI. The Sacrifice Decreed.,Book I.
rishyasring,indra,1,Canto XIII. The Sacrifice Finished.,Book I.
chatushtom,ukthya,1,Canto XIII. The Sacrifice Finished.,Book I.
aptoryam,abhijit,1,Canto XIII. The Sacrifice Finished.,Book I.
aptoryam,visvajit,1,Canto XIII. The Sacrifice Finished.,Book I.
abhijit,visvajit,1,Canto XIII. The Sacrifice Finished.,Book I.
madhu,ravan,1,Canto XIV. Rávan Doomed.,Book I.
sumitra,kaikeyi,1,Canto XV. The Nectar.,Book I.
gandhamadan,nala,1,Canto XVI. The Vánars.,Book I.
gandhamadan,nila,1,Canto XVI. The Vánars.,Book I.
nala,nila,1,Canto XVI. The Vánars.,Book I.
dwivida,mainda,1,Canto XVI. The Vánars.,Book I.
vasishtha,santa,1,Canto XVII. Rishyasring's Return.,Book I.
sumitra,santa,1,Canto XVII. Rishyasring's Return.,Book I.
aditi,ravan,1,Canto XIX. The Birth Of The Princes.,Book I.
kaikeyi,bharat,1,Canto XIX. The Birth Of The Princes.,Book I.
vishnu,sumitra,1,Canto XIX. The Birth Of The Princes.,Book I.
vishnu,lakshman,1,Canto XIX. The Birth Of The Princes.,Book I.
sumitra,lakshman,1,Canto XIX. The Birth Of The Princes.,Book I.
kaikeyi,sumitra,1,Canto XIX. The Birth Of The Princes.,Book I.
lakshman,rama,2,Canto XIX. The Birth Of The Princes.,Book I.
rama,vasishtha,2,Canto XXI. Visvámitra's Speech.,Book I.
maricha,suvahu,1,Canto XXII. Dasaratha's Speech.,Book I.
vasishtha,rama,2,Canto XXIV. The Spells.,Book I.
vasishtha,lakshman,2,Canto XXIV. The Spells.,Book I.
rama,lakshman,3,Canto XXIV. The Spells.,Book I.
rama,lakshman,1,Canto XXV. The Hermitage Of Love.,Book I.
rama,lakshman,2,Canto XXVI. The Forest Of Tádaká.,Book I.
brahma,ganga,1,Canto XXVI. The Forest Of Tádaká.,Book I.
sunda,maricha,1,Canto XXVII. The Birth Of Tádaká.,Book I.
tadaka,lakshman,1,Canto XXVIII. The Death Of Tádaká.,Book I.
rama,dasaratha,1,Canto XXVIII. The Death Of Tádaká.,Book I.
bali,indra,2,Canto XXXI. The Perfect Hermitage.,Book I.
indra,vishnu,1,Canto XXXI. The Perfect Hermitage.,Book I.
rama,indra,1,Canto XXXII. Visvámitra's Sacrifice.,Book I.
visvamitra,raghu,1,Canto XXXII. Visvámitra's Sacrifice.,Book I.
visvamitra,rama,1,Canto XXXIII. The Sone.,Book I.
rama,lakshman,1,Canto XXXIII. The Sone.,Book I.
kampili,indra,1,Canto XXXIV. Brahmadatta.,Book I.
kampili,kusanabha,1,Canto XXXIV. Brahmadatta.,Book I.
indra,kusanabha,1,Canto XXXIV. Brahmadatta.,Book I.
kusanabha,gadhi,1,Canto XXXV. Visvámitra's Lineage.,Book I.
gadhi,rama,1,Canto XXXV. Visvámitra's Lineage.,Book I.
rama,ganga,1,Canto XXXVI. The Birth Of Gangá.,Book I.
ganga,uma,1,Canto XXXVI. The Birth Of Gangá.,Book I.
ayodhya,sagar,1,Canto XXXIX. The Sons Of Sagar.,Book I.
ansuman,sagar,1,Canto XL. The Cleaving Of The Earth.,Book I.
sagar,ansuman,1,Canto XLIII. Bhagírath.,Book I.
bhagirath,dilipa,1,Canto XLIII. Bhagírath.,Book I.
nalini,sita,1,Canto XLIV. The Descent Of Gangá.,Book I.
bhagirath,ganga,2,Canto XLIV. The Descent Of Gangá.,Book I.
ganga,jahnavi,1,Canto XLIV. The Descent Of Gangá.,Book I.
suras,asurs,1,Canto XLV. The Quest Of The Amrit.,Book I.
suras,titan,1,Canto XLV. The Quest Of The Amrit.,Book I.
asurs,titan,1,Canto XLV. The Quest Of The Amrit.,Book I.
visala,suchandra,1,Canto XLVII. Sumati.,Book I.
indra,ahalya,1,Canto XLVIII. Indra And Ahalyá,Book I.
gautam,indra,1,Canto XLVIII. Indra And Ahalyá,Book I.
rama,raghu,1,Canto XLIX. Ahalyá Freed.,Book I.
rama,ahalya,1,Canto XLIX. Ahalyá Freed.,Book I.
visvamitra,satananda,1,Canto L. Janak.,Book I.
renuka,rama,1,Canto LI. Visvámitra.,Book I.
renuka,satananda,1,Canto LI. Visvámitra.,Book I.
rama,satananda,1,Canto LI. Visvámitra.,Book I.
barbars,sakas,1,Canto LV. The Hermitage Burnt.,Book I.
vasishtha,trisanku,1,Canto LVII. Trisanku.,Book I.
sunahsepha,visvamitra,1,Canto LXII. Ambarísha's Sacrifice.,Book I.
indra,upendra,1,Canto LXII. Ambarísha's Sacrifice.,Book I.
indra,thousand-eyed,1,Canto LXII. Ambarísha's Sacrifice.,Book I.
indra,sunahsepha,1,Canto LXII. Ambarísha's Sacrifice.,Book I.
upendra,thousand-eyed,1,Canto LXII. Ambarísha's Sacrifice.,Book I.
upendra,sunahsepha,1,Canto LXII. Ambarísha's Sacrifice.,Book I.
thousand-eyed,sunahsepha,1,Canto LXII. Ambarísha's Sacrifice.,Book I.
indra,visvamitra,1,Canto LXII. Ambarísha's Sacrifice.,Book I.
devarat,nimi,1,Canto LXVI. Janak's Speech.,Book I.
rudra,daksha,1,Canto LXVI. Janak's Speech.,Book I.
vamadeva,visvamitra,1,Canto LXVIII. The Envoys' Speech.,Book I.
rama,lakshman,1,Canto LXIX. Dasaratha's Visit.,Book I.
rama,visvamitra,1,Canto LXIX. Dasaratha's Visit.,Book I.
lakshman,visvamitra,1,Canto LXIX. Dasaratha's Visit.,Book I.
mithila,janak,1,Canto LXX. The Maidens Sought.,Book I.
ayodhya,mithila,1,Canto LXX. The Maidens Sought.,Book I.
marichi,kasyap,1,Canto LXX. The Maidens Sought.,Book I.
marichi,vivasvat,1,Canto LXX. The Maidens Sought.,Book I.
marichi,manu,1,Canto LXX. The Maidens Sought.,Book I.
kasyap,vivasvat,1,Canto LXX. The Maidens Sought.,Book I.
kasyap,manu,1,Canto LXX. The Maidens Sought.,Book I.
vivasvat,manu,1,Canto LXX. The Maidens Sought.,Book I.
ikshvaku,kukshi,1,Canto LXX. The Maidens Sought.,Book I.
dhruvasandhi,bharat,1,Canto LXX. The Maidens Sought.,Book I.
dhruvasandhi,asit,2,Canto LXX. The Maidens Sought.,Book I.
bharat,asit,2,Canto LXX. The Maidens Sought.,Book I.
sagar,asamanj,1,Canto LXX. The Maidens Sought.,Book I.
sagar,ansuman,1,Canto LXX. The Maidens Sought.,Book I.
sagar,dilipa,1,Canto LXX. The Maidens Sought.,Book I.
sagar,bhagirath,1,Canto LXX. The Maidens Sought.,Book I.
asamanj,ansuman,1,Canto LXX. The Maidens Sought.,Book I.
asamanj,dilipa,1,Canto LXX. The Maidens Sought.,Book I.
asamanj,bhagirath,1,Canto LXX. The Maidens Sought.,Book I.
ansuman,dilipa,1,Canto LXX. The Maidens Sought.,Book I.
ansuman,bhagirath,1,Canto LXX. The Maidens Sought.,Book I.
dilipa,bhagirath,1,Canto LXX. The Maidens Sought.,Book I.
maru,ambarisha,1,Canto LXX. The Maidens Sought.,Book I.
maru,nahush,2,Canto LXX. The Maidens Sought.,Book I.
ambarisha,nahush,2,Canto LXX. The Maidens Sought.,Book I.
nabhag,dasaratha,2,Canto LXX. The Maidens Sought.,Book I.
nabhag,rama,2,Canto LXX. The Maidens Sought.,Book I.
dasaratha,rama,1,Canto LXX. The Maidens Sought.,Book I.
maharoma,swarnaroma,1,Canto LXXI. Janak's Pedigree.,Book I.
rama,urmila,1,Canto LXXI. Janak's Pedigree.,Book I.
bharat,satrughna,2,Canto LXXII. The Gift Of Kine.,Book I.
dasaratha,ayodhya,1,Canto LXXII. The Gift Of Kine.,Book I.
dasaratha,vasishtha,1,Canto LXXIII. The Nuptials.,Book I.
janak,vasishtha,1,Canto LXXIII. The Nuptials.,Book I.
vasishtha,satananda,1,Canto LXXIII. The Nuptials.,Book I.
vasishtha,janak,1,Canto LXXIII. The Nuptials.,Book I.
vasishtha,rama,1,Canto LXXIII. The Nuptials.,Book I.
janak,rama,1,Canto LXXIII. The Nuptials.,Book I.
lakshman,urmila,1,Canto LXXIII. The Nuptials.,Book I.
tripura,vishnu,1,Canto LXXV. The Parle.,Book I.
siva,vishnu,2,Canto LXXV. The Parle.,Book I.
vishnu,siva,1,Canto LXXV. The Parle.,Book I.
vishnu,devarat,1,Canto LXXV. The Parle.,Book I.
siva,devarat,1,Canto LXXV. The Parle.,Book I.
richika,vishnu,1,Canto LXXV. The Parle.,Book I.
sumitra,kaikeyi,1,Canto LXXVII. Bharat's Departure.,Book I.
kaikeyi,yudhajit,1,Canto LXXVII. Bharat's Departure.,Book I.
bharat,satrughna,1,Canto LXXVII. Bharat's Departure.,Book I.
rama,lakshman,2,Canto LXXVII. Bharat's Departure.,Book I.
kausalya,vishnu,1,Canto LXXVII. Bharat's Departure.,Book I.
kausalya,lakshmi,1,Canto LXXVII. Bharat's Departure.,Book I.
vishnu,lakshmi,1,Canto LXXVII. Bharat's Departure.,Book I.
bharat,satrughna,3,Canto I. The Heir Apparent.,BOOK II.
rama,indra,1,Canto II. The People's Speech.,BOOK II.
rama,vamadeva,1,Canto III. Dasaratha's Precepts.,BOOK II.
chaitra,rama,1,Canto III. Dasaratha's Precepts.,BOOK II.
rama,sumantra,1,Canto III. Dasaratha's Precepts.,BOOK II.
rama,sumantra,1,Canto IV. Ráma Summoned.,BOOK II.
sumitra,lakshman,1,Canto IV. Ráma Summoned.,BOOK II.
sumitra,sita,1,Canto IV. Ráma Summoned.,BOOK II.
lakshman,sita,1,Canto IV. Ráma Summoned.,BOOK II.
vasishtha,rama,2,Canto V. Ráma's Fast.,BOOK II.
vasishtha,videhan,1,Canto V. Ráma's Fast.,BOOK II.
rama,videhan,1,Canto V. Ráma's Fast.,BOOK II.
vrihaspati,vasishtha,1,Canto V. Ráma's Fast.,BOOK II.
manthara,ayodhya,1,Canto VII. Manthará's Lament.,BOOK II.
dasaratha,rama,1,Canto VII. Manthará's Lament.,BOOK II.
dasaratha,bharat,1,Canto VII. Manthará's Lament.,BOOK II.
rama,kaikeyi,1,Canto VIII. Manthará's Speech.,BOOK II.
rama,bharat,1,Canto VIII. Manthará's Speech.,BOOK II.
satrughna,lakshman,1,Canto VIII. Manthará's Speech.,BOOK II.
satrughna,rama,1,Canto VIII. Manthará's Speech.,BOOK II.
lakshman,rama,3,Canto VIII. Manthará's Speech.,BOOK II.
bharat,rama,1,Canto IX. The Plot.,BOOK II.
angas,vangas,1,Canto X. Dasaratha's Speech.,BOOK II.
angas,magadh,1,Canto X. Dasaratha's Speech.,BOOK II.
vangas,magadh,1,Canto X. Dasaratha's Speech.,BOOK II.
rama,bharat,2,Canto XII. Dasaratha's Lament.,BOOK II.
rama,kausalya,1,Canto XII. Dasaratha's Lament.,BOOK II.
bharat,rama,1,Canto XII. Dasaratha's Lament.,BOOK II.
rama,videhan,1,Canto XII. Dasaratha's Lament.,BOOK II.
rama,sita,1,Canto XII. Dasaratha's Lament.,BOOK II.
indra,rama,1,Canto XII. Dasaratha's Lament.,BOOK II.
rama,lakshman,1,Canto XII. Dasaratha's Lament.,BOOK II.
rama,sumantra,1,Canto XV. The Preparations.,BOOK II.
rama,sumantra,1,Canto XVI. Ráma Summoned.,BOOK II.
rama,lakshman,1,Canto XVI. Ráma Summoned.,BOOK II.
kausalya,lakshman,1,Canto XXI. Kausalyá Calmed.,BOOK II.
kausalya,rama,1,Canto XXI. Kausalyá Calmed.,BOOK II.
lakshman,rama,1,Canto XXI. Kausalyá Calmed.,BOOK II.
rama,lakshman,1,Canto XXI. Kausalyá Calmed.,BOOK II.
rama,lakshman,1,Canto XXIII. Lakshman's Anger.,BOOK II.
kaikeyi,bharat,1,Canto XXIII. Lakshman's Anger.,BOOK II.
dandak,rama,1,Canto XXV. Kausalyá's Blessing.,BOOK II.
indra,vinata,1,Canto XXV. Kausalyá's Blessing.,BOOK II.
indra,daitya,1,Canto XXV. Kausalyá's Blessing.,BOOK II.
indra,aditi,1,Canto XXV. Kausalyá's Blessing.,BOOK II.
daitya,aditi,1,Canto XXV. Kausalyá's Blessing.,BOOK II.
bharat,satrughna,1,Canto XXVI. Alone With Sítá.,BOOK II.
lakshman,rama,2,Canto XXXI. Lakshman's Prayer.,BOOK II.
sita,kausalya,1,Canto XXXI. Lakshman's Prayer.,BOOK II.
rama,lakshman,1,Canto XXXI. Lakshman's Prayer.,BOOK II.
raghu,suyajna,1,Canto XXXII. The Gift Of The Treasures.,BOOK II.
rama,sita,1,Canto XXXII. The Gift Of The Treasures.,BOOK II.
rama,lakshman,1,Canto XXXII. The Gift Of The Treasures.,BOOK II.
rama,brahma,1,Canto XXXII. The Gift Of The Treasures.,BOOK II.
lakshman,brahma,1,Canto XXXII. The Gift Of The Treasures.,BOOK II.
kausalya,lakshman,1,Canto XXXII. The Gift Of The Treasures.,BOOK II.
rama,trijat,1,Canto XXXII. The Gift Of The Treasures.,BOOK II.
sumantra,rama,2,Canto XXXIV. Ráma In The Palace.,BOOK II.
dandak,lakshman,1,Canto XXXIV. Ráma In The Palace.,BOOK II.
dandak,sita,1,Canto XXXIV. Ráma In The Palace.,BOOK II.
lakshman,sita,1,Canto XXXIV. Ráma In The Palace.,BOOK II.
rama,lakshman,1,Canto XXXIV. Ráma In The Palace.,BOOK II.
rama,ayodhya,1,Canto XXXVI. Siddhárth's Speech.,BOOK II.
kaikeyi,asamanj,1,Canto XXXVI. Siddhárth's Speech.,BOOK II.
sita,rama,1,Canto XXXVII. The Coats Of Bark.,BOOK II.
kaikeyi,sita,1,Canto XXXVIII. Care For Kausalyá,BOOK II.
lakshman,rama,1,Canto XL. Ráma's Departure.,BOOK II.
sita,sumitra,1,Canto XL. Ráma's Departure.,BOOK II.
rama,dasaratha,2,Canto XL. Ráma's Departure.,BOOK II.
rama,sita,1,Canto XL. Ráma's Departure.,BOOK II.
dasaratha,sita,1,Canto XL. Ráma's Departure.,BOOK II.
sumitra,rama,1,Canto XL. Ráma's Departure.,BOOK II.
rama,lakshman,1,Canto XL. Ráma's Departure.,BOOK II.
sumantra,raghu,1,Canto XL. Ráma's Departure.,BOOK II.
jupiter,mercury,1,Canto XLI. The Citizens' Lament.,BOOK II.
jupiter,mars,1,Canto XLI. The Citizens' Lament.,BOOK II.
mercury,mars,1,Canto XLI. The Citizens' Lament.,BOOK II.
ayodhya,rama,1,Canto XLI. The Citizens' Lament.,BOOK II.
kausalya,rama,1,Canto XLII. Dasaratha's Lament.,BOOK II.
rama,sita,1,Canto XLIII. Kausalyá's Lament.,BOOK II.
kausalya,sumitra,1,Canto XLIV. Sumitrá's Speech.,BOOK II.
ayodhya,sita,1,Canto XLIV. Sumitrá's Speech.,BOOK II.
ayodhya,lakshmi,1,Canto XLIV. Sumitrá's Speech.,BOOK II.
sita,lakshmi,1,Canto XLIV. Sumitrá's Speech.,BOOK II.
sumitra,kausalya,1,Canto XLIV. Sumitrá's Speech.,BOOK II.
rama,sita,1,Canto XLV. The Tamasá.,BOOK II.
rama,lakshman,1,Canto XLV. The Tamasá.,BOOK II.
sita,lakshman,1,Canto XLV. The Tamasá.,BOOK II.
tamasa,sumantra,1,Canto XLV. The Tamasá.,BOOK II.
sita,lakshman,1,Canto XLVI. The Halt.,BOOK II.
bharat,satrughna,1,Canto XLVI. The Halt.,BOOK II.
rama,lakshman,2,Canto XLVI. The Halt.,BOOK II.
lakshman,sumantra,1,Canto XLVI. The Halt.,BOOK II.
rama,sumantra,1,Canto XLVI. The Halt.,BOOK II.
raghu,sumantra,1,Canto XLVI. The Halt.,BOOK II.
videhan,manu,1,Canto XLIX. The Crossing Of The Rivers.,BOOK II.
videhan,ikshvaku,1,Canto XLIX. The Crossing Of The Rivers.,BOOK II.
manu,ikshvaku,1,Canto XLIX. The Crossing Of The Rivers.,BOOK II.
kosala,ayodhya,1,Canto L. The Halt Under The Ingudí.,BOOK II.
lakshman,rama,2,Canto L. The Halt Under The Ingudí.,BOOK II.
lakshman,sita,1,Canto L. The Halt Under The Ingudí.,BOOK II.
rama,sita,1,Canto L. The Halt Under The Ingudí.,BOOK II.
sumantra,rama,1,Canto L. The Halt Under The Ingudí.,BOOK II.
rama,lakshman,1,Canto L. The Halt Under The Ingudí.,BOOK II.
guha,lakshman,1,Canto L. The Halt Under The Ingudí.,BOOK II.
guha,rama,1,Canto L. The Halt Under The Ingudí.,BOOK II.
rama,sita,1,Canto LI. Lakshman's Lament.,BOOK II.
rama,lakshman,1,Canto LII. The Crossing Of Gangá.,BOOK II.
rama,sumantra,2,Canto LII. The Crossing Of Gangá.,BOOK II.
guha,rama,1,Canto LII. The Crossing Of Gangá.,BOOK II.
guha,lakshman,1,Canto LII. The Crossing Of Gangá.,BOOK II.
sita,lakshman,1,Canto LII. The Crossing Of Gangá.,BOOK II.
sumantra,rama,1,Canto LII. The Crossing Of Gangá.,BOOK II.
lakshman,sita,1,Canto LII. The Crossing Of Gangá.,BOOK II.
sita,sumantra,1,Canto LII. The Crossing Of Gangá.,BOOK II.
lakshman,kaikeyi,1,Canto LIII. Ráma's Lament.,BOOK II.
sita,kausalya,1,Canto LIII. Ráma's Lament.,BOOK II.
kaikeyi,bharat,1,Canto LIII. Ráma's Lament.,BOOK II.
lakshman,rama,1,Canto LIV. Bharadvája's Hermitage.,BOOK II.
yamuna,ganga,1,Canto LIV. Bharadvája's Hermitage.,BOOK II.
rama,janak,1,Canto LIV. Bharadvája's Hermitage.,BOOK II.
bharadvaja,rama,1,Canto LIV. Bharadvája's Hermitage.,BOOK II.
bharadvaja,prayag,1,Canto LIV. Bharadvája's Hermitage.,BOOK II.
rama,sita,1,Canto LIV. Bharadvája's Hermitage.,BOOK II.
yamuna,ganga,2,Canto LV. The Passage Of Yamuná.,BOOK II.
rama,videhan,1,Canto LV. The Passage Of Yamuná.,BOOK II.
rama,sita,1,Canto LV. The Passage Of Yamuná.,BOOK II.
videhan,sita,1,Canto LV. The Passage Of Yamuná.,BOOK II.
sita,kalindi,1,Canto LV. The Passage Of Yamuná.,BOOK II.
kausalya,sumitra,1,Canto LV. The Passage Of Yamuná.,BOOK II.
kausalya,rama,1,Canto LV. The Passage Of Yamuná.,BOOK II.
sumitra,rama,1,Canto LV. The Passage Of Yamuná.,BOOK II.
lakshman,sita,1,Canto LV. The Passage Of Yamuná.,BOOK II.
sita,rama,1,Canto LVI. Chitrakúta,BOOK II.
videhan,sita,1,Canto LVI. Chitrakúta,BOOK II.
rama,lakshman,2,Canto LVI. Chitrakúta,BOOK II.
lakshman,rama,1,Canto LVI. Chitrakúta,BOOK II.
rama,sumantra,1,Canto LVII. Sumantra's Return.,BOOK II.
sumantra,rama,1,Canto LVII. Sumantra's Return.,BOOK II.
sita,rama,1,Canto LVIII. Ráma's Message.,BOOK II.
prayag,lakshman,1,Canto LIX. Dasaratha's Lament.,BOOK II.
raghu,rama,1,Canto LIX. Dasaratha's Lament.,BOOK II.
kaikeyi,rama,1,Canto LIX. Dasaratha's Lament.,BOOK II.
lakshman,dandak,1,Canto LX. Kausalyá Consoled.,BOOK II.
rama,sita,1,Canto LX. Kausalyá Consoled.,BOOK II.
kaikeyi,sumantra,1,Canto LX. Kausalyá Consoled.,BOOK II.
rama,kausalya,1,Canto LXI. Kausalyá's Lament.,BOOK II.
rama,kausalya,1,Canto LXIII. The Hermit's Son.,BOOK II.
kausalya,sumitra,1,Canto LXV. The Women's Lament.,BOOK II.
kausalya,kaikeyi,1,Canto LXV. The Women's Lament.,BOOK II.
bharat,kekaya,1,Canto LXVII. The Praise Of Kings.,BOOK II.
asvapati,bharat,1,Canto LXX. Bharat's Departure.,BOOK II.
ganga,bharunda,1,Canto LXXI. Bharat's Return.,BOOK II.
kutikoshtika,dharmavardhan,1,Canto LXXI. Bharat's Return.,BOOK II.
kutikoshtika,toran,1,Canto LXXI. Bharat's Return.,BOOK II.
dharmavardhan,toran,1,Canto LXXI. Bharat's Return.,BOOK II.
gomati,kalinga,1,Canto LXXI. Bharat's Return.,BOOK II.
rama,sita,1,Canto LXXII. Bharat's Inquiry.,BOOK II.
rama,lakshman,1,Canto LXXII. Bharat's Inquiry.,BOOK II.
sita,lakshman,1,Canto LXXII. Bharat's Inquiry.,BOOK II.
lakshman,sita,2,Canto LXXII. Bharat's Inquiry.,BOOK II.
lakshman,rama,1,Canto LXXII. Bharat's Inquiry.,BOOK II.
sita,rama,1,Canto LXXII. Bharat's Inquiry.,BOOK II.
kausalya,sumitra,1,Canto LXXIII. Kaikeyí Reproached.,BOOK II.
satrughna,sita,1,Canto LXXV. The Abjuration.,BOOK II.
kausalya,sumitra,1,Canto LXXV. The Abjuration.,BOOK II.
sumitra,raghu,1,Canto LXXV. The Abjuration.,BOOK II.
rama,lakshman,1,Canto LXXVI. The Funeral.,BOOK II.
vasishtha,bharat,1,Canto LXXVII. The Gathering Of The Ashes.,BOOK II.
sumantra,satrughna,1,Canto LXXVII. The Gathering Of The Ashes.,BOOK II.
satrughna,bharat,1,Canto LXXVIII. Manthará Punished.,BOOK II.
satrughna,rama,1,Canto LXXVIII. Manthará Punished.,BOOK II.
kaikeyi,bharat,1,Canto LXXVIII. Manthará Punished.,BOOK II.
bharat,mandar,1,Canto LXXX. The Way Prepared.,BOOK II.
vasishtha,bharat,1,Canto LXXXII. The Departure.,BOOK II.
dilipa,dasaratha,1,Canto LXXXII. The Departure.,BOOK II.
bharat,sumantra,1,Canto LXXXII. The Departure.,BOOK II.
kaikeyi,sumitra,1,Canto LXXXIII. The Journey Begun.,BOOK II.
rama,bharat,2,Canto LXXXIV. Guha's Anger.,BOOK II.
nishadas,bharat,1,Canto LXXXIV. Guha's Anger.,BOOK II.
rama,lakshman,1,Canto LXXXIV. Guha's Anger.,BOOK II.
lakshman,bharat,1,Canto LXXXIV. Guha's Anger.,BOOK II.
bharat,satrughna,1,Canto LXXXV. Guha And Bharat.,BOOK II.
guha,bharat,1,Canto LXXXVI. Guha's Speech.,BOOK II.
guha,lakshman,1,Canto LXXXVI. Guha's Speech.,BOOK II.
bharat,lakshman,1,Canto LXXXVI. Guha's Speech.,BOOK II.
ayodhya,bharat,1,Canto LXXXVI. Guha's Speech.,BOOK II.
guha,bharat,1,Canto LXXXVII. Guha's Story.,BOOK II.
rama,lakshman,1,Canto LXXXVII. Guha's Story.,BOOK II.
guha,kausalya,1,Canto LXXXVII. Guha's Story.,BOOK II.
lakshman,sita,1,Canto LXXXVII. Guha's Story.,BOOK II.
bharat,rama,2,Canto LXXXVIII. The Ingudí Tree.,BOOK II.
rama,satrughna,2,Canto LXXXVIII. The Ingudí Tree.,BOOK II.
rama,ayodhya,2,Canto LXXXVIII. The Ingudí Tree.,BOOK II.
satrughna,ayodhya,1,Canto LXXXVIII. The Ingudí Tree.,BOOK II.
raghu,satrughna,1,Canto LXXXIX. The Passage Of Gangá.,BOOK II.
sringavera,satrughna,1,Canto LXXXIX. The Passage Of Gangá.,BOOK II.
bharat,guha,1,Canto LXXXIX. The Passage Of Gangá.,BOOK II.
bharat,kausalya,1,Canto LXXXIX. The Passage Of Gangá.,BOOK II.
vasishtha,bharat,2,Canto XC. The Hermitage.,BOOK II.
vasishtha,bharadvaja,1,Canto XC. The Hermitage.,BOOK II.
bharat,bharadvaja,1,Canto XC. The Hermitage.,BOOK II.
dasaratha,vasishtha,1,Canto XC. The Hermitage.,BOOK II.
