Source,Target,Weight,Book
kausalya,sumantra,3,3
dandak,lakshman,6,3
dandak,sita,3,3
brahma,lakshman,2,3
brahma,sita,2,3
mahendra,dasaratha,1,3
ikshvaku,kaikeyi,2,3
ikshvaku,bharat,2,3
ikshvaku,sumantra,1,3
sumantra,raghu,1,3
ayodhya,kaikeyi,1,3
siddharth,kaikeyi,1,3
siddharth,asamanj,1,3
sagar,rama,1,3
vasishtha,kaikeyi,5,3
ikshvaku,sita,2,3
rama,sita,64,3
dasaratha,sita,7,3
dasaratha,sumitra,3,3
matali,sumantra,1,3
matali,rama,1,3
raghu,ayodhya,1,3
videha,meru,1,3
videha,lakshman,1,3
meru,lakshman,1,3
trisanku,jupiter,1,3
trisanku,mercury,1,3
trisanku,mars,1,3
jupiter,mercury,1,3
jupiter,mars,1,3
mercury,mars,1,3
visakhas,ayodhya,1,3
visakhas,rama,1,3
indra,ayodhya,1,3
rama,ikshvaku,8,3
kausalya,bharat,10,3
dasaratha,kausalya,1,3
nagas,lakshman,1,3
lakshman,kaikeyi,3,3
sita,ayodhya,1,3
sita,rama,26,3
suvahu,rama,1,3
ayodhya,sita,5,3
ayodhya,lakshmi,1,3
lakshmi,lakshman,1,3
bharat,ayodhya,5,3
tamasa,sumantra,1,3
rama,raghu,14,3
kosala,vedasruti,1,3
kosala,agastya,1,3
vedasruti,agastya,1,3
syandika,videhan,1,3
videhan,manu,1,3
videhan,ikshvaku,1,3
manu,ikshvaku,3,3
kosala,ayodhya,2,3
daitya,sumantra,1,3
daitya,lakshman,1,3
daitya,rama,1,3
daitya,sita,1,3
sumantra,lakshman,7,3
sumantra,sita,7,3
lakshman,guha,2,3
kausalya,satrughna,3,3
sumantra,ayodhya,21,3
kaikeyi,raghu,4,3
ganga,lakshman,4,3
ganga,sita,3,3
kosala,bharat,1,3
kosala,rama,1,3
dasaratha,lakshman,3,3
kausalya,ayodhya,6,3
sumitra,ayodhya,1,3
sumitra,dandak,1,3
ayodhya,dandak,5,3
dandak,kausalya,1,3
yamuna,ganga,5,3
lakshman,prayag,2,3
rama,prayag,8,3
dasaratha,janak,1,3
dasaratha,videha,2,3
janak,videha,2,3
chitrakuta,gandhamadan,3,3
sita,bharadvaja,2,3
rama,yamuna,8,3
rama,ganga,8,3
rama,kalindi,8,3
yamuna,kalindi,1,3
ganga,kalindi,6,3
kalindi,raghu,4,3
syama,sita,2,3
videhan,sita,2,3
ikshvaku,kalindi,1,3
janak,rama,4,3
sita,chitrakuta,6,3
chitrakuta,rama,3,3
chitrakuta,lakshman,2,3
chitrakuta,videhan,2,3
visvedevas,rudra,1,3
visvedevas,vishnu,1,3
rudra,vishnu,1,3
rama,guha,13,3
guha,sumantra,3,3
ganga,ayodhya,1,3
asvins,mandar,1,3
asvins,sumantra,1,3
asvins,rama,1,3
asvins,lakshman,1,3
asvins,sita,1,3
mandar,sumantra,1,3
mandar,rama,2,3
mandar,lakshman,1,3
mandar,sita,1,3
ganga,prayag,1,3
prayag,lakshman,1,3
guha,rama,2,3
lakshman,dandak,2,3
dandak,yama,1,3
kaikeyi,sumantra,1,3
sita,videhan,10,3
mahendra,lakshman,1,3
soma,raghu,1,3
rama,dasaratha,3,3
lakshman,dasaratha,1,3
lakshman,indra,1,3
dasaratha,sarju,2,3
dhundhumar,nahush,1,3
dhundhumar,dilipa,1,3
dhundhumar,sagar,1,3
dhundhumar,saivya,1,3
nahush,dilipa,2,3
nahush,sagar,1,3
nahush,saivya,1,3
dilipa,sagar,1,3
dilipa,saivya,1,3
sagar,saivya,1,3
kausalya,kaikeyi,11,3
sumitra,kaikeyi,8,3
kaikeyi,dasaratha,1,3
raghu,kaikeyi,2,3
javali,gautam,1,3
javali,katyayan,1,3
javali,markandeya,1,3
javali,vamadeva,1,3
javali,mudgalya,1,3
gautam,katyayan,1,3
gautam,markandeya,1,3
gautam,vamadeva,1,3
gautam,mudgalya,1,3
gautam,kasyap,1,3
katyayan,markandeya,1,3
katyayan,vamadeva,1,3
katyayan,mudgalya,1,3
katyayan,kasyap,1,3
markandeya,vamadeva,1,3
markandeya,mudgalya,1,3
markandeya,kasyap,1,3
vamadeva,mudgalya,1,3
vamadeva,kasyap,1,3
mudgalya,kasyap,1,3
kasyap,vasishtha,1,3
rama,satrughna,1,3
bharat,kekaya,1,3
bharat,rajagriha,4,3
satrughna,kekaya,1,3
satrughna,rajagriha,1,3
kekaya,rajagriha,1,3
kekaya,ikshvaku,1,3
rajagriha,ikshvaku,1,3
rajagriha,satrughna,2,3
asok,siddharth,1,3
asok,jayanta,1,3
asok,vijay,1,3
siddharth,jayanta,1,3
siddharth,vijay,1,3
jayanta,vijay,1,3
vijay,rajagriha,1,3
kekaya,vasishtha,1,3
pralamba,apartala,1,3
pralamba,malini,1,3
pralamba,ganga,1,3
apartala,malini,1,3
apartala,ganga,1,3
apartala,hastinapura,1,3
malini,ganga,1,3
malini,hastinapura,1,3
malini,panchala,1,3
malini,kurujangal,1,3
ganga,hastinapura,1,3
ganga,panchala,1,3
ganga,kurujangal,1,3
hastinapura,panchala,1,3
hastinapura,kurujangal,1,3
panchala,kurujangal,1,3
kulinga,abhikala,1,3
kulinga,ikshumati,1,3
abhikala,ikshumati,1,3
ikshumati,bahika,1,3
bahika,sudaman,1,3
bahika,vishnu,1,3
bahika,vipasa,1,3
bahika,salmali,1,3
sudaman,vishnu,1,3
sudaman,vipasa,1,3
sudaman,salmali,1,3
vishnu,vipasa,1,3
vishnu,salmali,1,3
vipasa,salmali,1,3
lakshman,kausalya,6,3
sumitra,satrughna,1,3
kekaya,kaikeyi,1,3
kekaya,asvapati,1,3
kekaya,bharat,1,3
kaikeyi,asvapati,1,3
asvapati,indrasira,1,3
indrasira,airavat,1,3
bharat,sudama,4,3
bharat,hladini,4,3
sudama,hladini,1,3
sudama,ikshvaku,1,3
hladini,ikshvaku,1,3
hladini,satadru,1,3
hladini,ailadhana,1,3
ikshvaku,satadru,2,3
ikshvaku,ailadhana,2,3
ikshvaku,aparparyat,2,3
ikshvaku,sila,2,3
ikshvaku,akurvati,2,3
satadru,ailadhana,1,3
satadru,aparparyat,1,3
satadru,sila,1,3
satadru,akurvati,1,3
ailadhana,aparparyat,1,3
ailadhana,sila,1,3
ailadhana,akurvati,1,3
ailadhana,agneya,1,3
aparparyat,sila,1,3
aparparyat,akurvati,1,3
aparparyat,agneya,1,3
aparparyat,salyakartan,1,3
aparparyat,silavaha,1,3
sila,akurvati,1,3
sila,agneya,1,3
sila,salyakartan,1,3
sila,silavaha,1,3
akurvati,agneya,1,3
akurvati,salyakartan,1,3
akurvati,silavaha,1,3
agneya,salyakartan,1,3
agneya,silavaha,1,3
salyakartan,silavaha,1,3
salyakartan,chaitraratha,1,3
silavaha,chaitraratha,1,3
chaitraratha,sarasvati,1,3
chaitraratha,ganga,1,3
chaitraratha,bharunda,1,3
chaitraratha,viramatsya,1,3
chaitraratha,kalinda,1,3
sarasvati,ganga,1,3
sarasvati,bharunda,1,3
sarasvati,viramatsya,1,3
sarasvati,kalinda,1,3
ganga,bharunda,2,3
ganga,viramatsya,2,3
ganga,kalinda,2,3
bharunda,viramatsya,1,3
bharunda,kalinda,1,3
bharunda,yamuna,1,3
viramatsya,kalinda,1,3
viramatsya,yamuna,1,3
kalinda,yamuna,1,3
ansudhana,ganga,1,3
ansudhana,pragvat,1,3
pragvat,kutikoshtika,1,3
pragvat,dharmavardhan,1,3
kutikoshtika,dharmavardhan,1,3
kutikoshtika,toran,1,3
kutikoshtika,jambuprastha,1,3
dharmavardhan,toran,1,3
dharmavardhan,jambuprastha,1,3
dharmavardhan,varutha,1,3
toran,jambuprastha,1,3
toran,varutha,1,3
jambuprastha,varutha,1,3
varutha,ujjihana,1,3
uttanika,hastiprishthak,1,3
uttanika,kutika,1,3
hastiprishthak,kutika,1,3
hastiprishthak,lohitya,1,3
hastiprishthak,kapivati,1,3
hastiprishthak,ekasala,1,3
hastiprishthak,sthanumati,1,3
kutika,lohitya,1,3
kutika,kapivati,1,3
kutika,ekasala,1,3
kutika,sthanumati,1,3
kutika,gomati,1,3
lohitya,kapivati,1,3
lohitya,ekasala,1,3
lohitya,sthanumati,1,3
lohitya,gomati,1,3
lohitya,vinata,1,3
kapivati,ekasala,1,3
kapivati,sthanumati,1,3
kapivati,gomati,1,3
kapivati,vinata,1,3
kapivati,kalinga,1,3
ekasala,sthanumati,1,3
ekasala,gomati,1,3
ekasala,vinata,1,3
ekasala,kalinga,1,3
sthanumati,gomati,1,3
sthanumati,vinata,1,3
sthanumati,kalinga,1,3
gomati,vinata,1,3
gomati,kalinga,1,3
vinata,kalinga,1,3
kalinga,bharat,1,3
ayodhya,manu,3,3
dasaratha,satrughna,1,3
sita,kausalya,1,3
bharat,kausalya,6,3
bharat,sumitra,6,3
vasishtha,bharat,18,3
sarju,bharat,1,3
yayati,satrughna,1,3
manthara,kaikeyi,1,3
ayodhya,ikshvaku,1,3
sumantra,satrughna,4,3
kaikeyi,satrughna,5,3
satrughna,kaikeyi,3,3
yudhajit,sumantra,1,3
indra,bharat,3,3
indra,dasaratha,1,3
kerala,vasishtha,1,3
kerala,bharat,1,3
nahush,dasaratha,1,3
dilipa,dasaratha,1,3
dilipa,rama,1,3
raghu,sumitra,1,3
raghu,kausalya,1,3
kaikeyi,sumitra,1,3
kaikeyi,kausalya,1,3
sumitra,kausalya,3,3
ganga,sringavera,5,3
ganga,guha,5,3
ganga,rama,4,3
sringavera,guha,1,3
sringavera,rama,2,3
guha,bharat,7,3
guha,ganga,2,3
nishadas,bharat,4,3
lakshman,sumantra,1,3
sumantra,guha,1,3
bharadvaja,ganga,1,3
bharadvaja,guha,1,3
guha,lakshman,2,3
sita,guha,2,3
satrughna,lakshman,1,3
satrughna,ayodhya,1,3
raghu,ganga,1,3
raghu,satrughna,2,3
ganga,satrughna,4,3
sringavera,satrughna,1,3
vasishtha,bharadvaja,16,3
bharat,bharadvaja,14,3
haha,huhu,1,3
haha,visvavasu,1,3
haha,apsarases,1,3
haha,alambusha,1,3
huhu,visvavasu,1,3
huhu,apsarases,1,3
huhu,alambusha,1,3
visvavasu,apsarases,1,3
visvavasu,alambusha,1,3
visvavasu,ghritachi,1,3
apsarases,alambusha,2,3
apsarases,ghritachi,2,3
apsarases,visvachi,2,3
apsarases,hema,2,3
apsarases,bhima,2,3
apsarases,nagadanta,2,3
alambusha,ghritachi,2,3
alambusha,visvachi,2,3
alambusha,hema,2,3
alambusha,bhima,2,3
alambusha,nagadanta,2,3
ghritachi,visvachi,1,3
ghritachi,hema,1,3
ghritachi,bhima,1,3
ghritachi,nagadanta,1,3
ghritachi,indra,1,3
visvachi,hema,1,3
visvachi,bhima,1,3
visvachi,nagadanta,1,3
visvachi,indra,1,3
visvachi,brahma,1,3
hema,bhima,1,3
hema,nagadanta,1,3
hema,indra,1,3
hema,brahma,1,3
bhima,nagadanta,1,3
bhima,indra,1,3
bhima,brahma,1,3
nagadanta,indra,1,3
nagadanta,brahma,1,3
nagadanta,tumburu,1,3
brahma,tumburu,1,3
brahma,kuvera,1,3
tumburu,kuvera,2,3
kuvera,soma,2,3
malaya,dardar,1,3
vasishtha,raghu,1,3
nandan,tumburu,2,3
nandan,narad,2,3
nandan,gopa,2,3
nandan,sutanu,2,3
nandan,gandharva,2,3
narad,gopa,1,3
narad,sutanu,1,3
narad,gandharva,1,3
narad,bharat,1,3
gopa,sutanu,1,3
gopa,gandharva,1,3
gopa,bharat,1,3
sutanu,gandharva,1,3
sutanu,bharat,1,3
sutanu,alambusha,1,3
gandharva,bharat,1,3
gandharva,alambusha,1,3
gandharva,misrakesi,1,3
gandharva,ramana,1,3
misrakesi,ramana,1,3
ramana,chaitraratha,1,3
chitrakuta,mandakini,4,3
aditi,vishnu,1,3
aditi,kausalya,1,3
aditi,rama,1,3
vishnu,kausalya,1,3
vishnu,rama,1,3
dhrishti,sumantra,1,3
dhrishti,bharat,1,3
sumantra,bharat,3,3
raghu,videhan,1,3
videhan,swarga,1,3
videhan,sachi,1,3
swarga,sachi,1,3
swarga,chitrakuta,1,3
sachi,chitrakuta,1,3
vasvaukasara,nalini,1,3
vasvaukasara,chitrakuta,1,3
nalini,chitrakuta,1,3
rama,ayodhya,1,3
ayodhya,videha,2,3
videha,mandakini,1,3
sarju,lakshman,1,3
raghu,chitrakuta,1,3
rama,janak,22,3
siva,uma,1,3
indra,satrughna,1,3
nandan,rama,1,3
bharat,vasishtha,6,3
satrughna,vasishtha,6,3
vasishtha,sumantra,1,3
raghu,bharat,4,3
sita,dasaratha,2,3
brahma,bharat,1,3
guha,vrihaspati,1,3
guha,sukra,1,3
vrihaspati,sukra,1,3
ayodhya,dasaratha,1,3
dandak,dasaratha,1,3
ayodhya,raghu,1,3
indra,daitya,1,3
janak,dasaratha,1,3
mahendra,raghu,1,3
vasishtha,ayodhya,1,3
vasishtha,indra,1,3
ayodhya,indra,2,3
ayodhya,satrughna,2,3
satrughna,dandak,2,3
rama,javali,3,3
javali,raghu,1,3
javali,rama,3,3
vasishtha,javali,3,3
marichi,kasyap,3,3
marichi,vivasvat,2,3
marichi,manu,4,3
kasyap,vivasvat,1,3
kasyap,manu,2,3
kasyap,ikshvaku,1,3
vivasvat,manu,2,3
vivasvat,ikshvaku,1,3
vivasvat,ayodhya,1,3
manu,ayodhya,2,3
ikshvaku,kukshi,2,3
ayodhya,kukshi,2,3
kukshi,vikukshi,2,3
kukshi,vana,2,3
vikukshi,vana,1,3
vikukshi,anaranya,1,3
vana,anaranya,1,3
prithu,trisanku,1,3
yuvanasva,mandhata,1,3
yuvanasva,susandhi,1,3
mandhata,susandhi,1,3
mandhata,dhruvasandhi,1,3
susandhi,dhruvasandhi,2,3
susandhi,bharat,1,3
dhruvasandhi,bharat,3,3
dhruvasandhi,asit,2,3
bharat,asit,1,3
bharat,haihayas,1,3
bharat,talajanghas,1,3
asit,haihayas,1,3
asit,talajanghas,1,3
asit,sasivindhus,1,3
haihayas,talajanghas,1,3
haihayas,sasivindhus,1,3
talajanghas,sasivindhus,1,3
chyavan,bhrigu,1,3
chyavan,himalaya,1,3
bhrigu,himalaya,1,3
asamanj,sagar,2,3
ansuman,dilipa,2,3
ansuman,bhagirath,2,3
dilipa,bhagirath,1,3
bhagirath,raghu,1,3
raghu,purushadak,2,3
raghu,kalmashapada,2,3
raghu,sankhan,2,3
purushadak,kalmashapada,1,3
purushadak,sankhan,1,3
kalmashapada,sankhan,1,3
sankhan,sudarsan,1,3
sudarsan,agnivarna,2,3
sudarsan,sighraga,2,3
sudarsan,maru,2,3
agnivarna,sighraga,1,3
agnivarna,maru,2,3
agnivarna,ambarisha,1,3
sighraga,maru,2,3
sighraga,ambarisha,2,3
sighraga,nahush,1,3
maru,ambarisha,4,3
maru,nahush,2,3
ambarisha,nahush,3,3
ambarisha,nabhag,2,3
nahush,nabhag,1,3
nabhag,aja,4,3
nabhag,dasaratha,2,3
aja,dasaratha,2,3
dasaratha,bharat,1,3
dasaratha,sumantra,1,3
ten-necked,bharat,1,3
satrughna,ikshvaku,1,3
satrughna,sita,1,3
satrughna,vamadeva,1,3
satrughna,javali,1,3
vamadeva,javali,1,3
chitrakuta,bharat,1,3
chitrakuta,bharadvaja,1,3
raghu,vasishtha,1,3
sringavera,ayodhya,1,3
rohini,rahu,1,3
bharat,sumantra,5,3
ravan,khara,1,3
ravan,janasthan,1,3
khara,janasthan,2,3
lakshman,atri,2,3
sita,anasuya,4,3
rohini,sita,1,3
anasuya,sita,4,3
lakshmi,vishnu,1,3
lakshmi,sita,1,3
vishnu,sita,1,3
varun,daksha,1,3
visvamitra,raghu,1,3
visvamitra,lakshman,1,3
ayodhya,urmila,1,3
urmila,raghu,1,3
urmila,lakshman,1,3
bharat,satrughna,37,4
satrughna,asvapati,2,4
varun,indra,1,4
kekaya,janak,1,4
rama,indra,12,4
kasyap,marichi,1,4
kasyap,rama,1,4
marichi,rama,1,4
rama,vasishtha,9,4
rama,vamadeva,9,4
vasishtha,vamadeva,4,4
vasishtha,chaitra,2,4
vamadeva,chaitra,1,4
chaitra,rama,1,4
sumantra,rama,31,4
aryan,indra,1,4
indra,vasav,1,4
vasav,rama,1,4
kailasa,sumantra,1,4
raghu,meru,1,4
pushya,rama,5,4
rama,sumantra,39,4
rahu,mars,1,4
punarvasu,pushya,1,4
sumitra,lakshman,4,4
sumitra,sita,6,4
lakshman,sita,38,4
vasishtha,rama,15,4
sita,nahush,1,4
nahush,yayati,1,4
nahush,vasishtha,1,4
nahush,rama,2,4
yayati,vasishtha,1,4
yayati,rama,1,4
yayati,videhan,1,4
videhan,rama,1,4
dasaratha,indra,2,4
rama,narayan,7,4
videhan,vishnu,1,4
videhan,narayan,1,4
vishnu,narayan,1,4
ayodhya,rama,19,4
ikshvaku,rama,3,4
dasaratha,rama,9,4
kaikeyi,manthara,5,4
kaikeyi,ayodhya,5,4
manthara,ayodhya,2,4
kailasa,kaikeyi,1,4
kausalya,rama,21,4
rama,bharat,64,4
rama,lakshman,143,4
bharat,lakshman,25,4
lakshman,satrughna,5,4
satrughna,rama,7,4
satrughna,bharat,14,4
pushya,kausalya,1,4
sita,bharat,6,4
sita,kaikeyi,1,4
kaikeyi,rama,18,4
dandak,vaijayanta,1,4
dandak,sambara,1,4
vaijayanta,sambara,1,4
yama,bharat,1,4
yama,kausalya,1,4
dragon,dasaratha,1,4
dragon,kaikeyi,1,4
dasaratha,kaikeyi,3,4
sindhu,surashtra,1,4
sindhu,suvira,1,4
sindhu,angas,1,4
sindhu,vangas,1,4
surashtra,suvira,1,4
surashtra,angas,1,4
surashtra,vangas,1,4
suvira,angas,1,4
suvira,vangas,1,4
suvira,magadh,1,4
angas,vangas,1,4
angas,magadh,1,4
angas,kosal,1,4
angas,kasi,1,4
vangas,magadh,1,4
vangas,kosal,1,4
vangas,kasi,1,4
magadh,kosal,1,4
magadh,kasi,1,4
kosal,kasi,1,4
kosal,kaikeyi,1,4
kasi,kaikeyi,1,4
dandak,rama,11,4
bharat,rama,38,4
saivya,alarka,1,4
sumitra,rama,6,4
sumitra,videhan,1,4
himalaya,rama,1,4
indra,rama,2,4
lakshman,bharat,12,4
ikshvaku,ayodhya,3,4
kaikeyi,bali,3,4
kaikeyi,indra,3,4
bali,indra,1,4
matali,indra,1,4
matali,titan,1,4
titan,vedas,1,4
titan,brahma,1,4
vedas,brahma,1,4
meru,siva,1,4
meru,agni,1,4
meru,kuvera,1,4
meru,indra,1,4
siva,agni,1,4
siva,kuvera,1,4
siva,indra,1,4
agni,kuvera,1,4
agni,indra,1,4
kuvera,indra,1,4
jumna,ganga,1,4
kuvera,siva,2,4
raghu,rama,16,4
kailasa,indra,2,4
airavat,sumantra,1,4
airavat,rama,1,4
sita,chitra,3,4
chitra,sumantra,1,4
kaikeyi,sita,4,4
yama,varun,1,4
yama,kuvera,1,4
yama,rama,1,4
varun,kuvera,1,4
varun,rama,1,4
thousand-eyed,parjanya,1,4
dandak,kaikeyi,2,4
rama,kaikeyi,20,4
sita,lakshman,27,4
sita,dandak,1,4
bharat,dandak,1,4
kausalya,lakshman,6,4
lakshman,rama,49,4
ayodhya,bharat,6,4
bharat,kaikeyi,23,4
sagar,jamadagni,1,4
jamadagni,renuka,1,4
videhan,lakshman,1,4
videhan,sumitra,1,4
kaikeyi,bharat,16,4
raghu,lakshman,4,4
viraj,indra,1,4
indra,pusha,3,4
indra,bhaga,3,4
pusha,bhaga,1,4
pusha,vrihaspati,1,4
pusha,war-god,1,4
bhaga,vrihaspati,1,4
bhaga,war-god,1,4
vrihaspati,war-god,1,4
vrihaspati,narad,1,4
war-god,narad,1,4
sukra,yama,1,4
sukra,dandak,1,4
yama,dandak,1,4
vritra,indra,1,4
vritra,vinata,1,4
vritra,suparna,1,4
vinata,suparna,1,4
daitya,aditi,1,4
rama,kausalya,12,4
vrihaspati,pushya,1,4
janak,kaikeyi,1,4
dandak,bharat,6,4
raghu,dandak,1,4
videha,rama,4,4
savitri,satyavan,1,4
savitri,dyumatsena,1,4
satyavan,dyumatsena,1,4
raghu,sita,6,4
kausalya,sumitra,29,4
kausalya,indra,3,4
sumitra,indra,1,4
indra,asvapati,1,4
asvapati,bharat,2,4
asvapati,kaikeyi,1,4
kaikeyi,lakshman,1,4
varun,janak,1,4
vasishtha,suyajna,1,4
suyajna,rama,2,4
rama,sumitra,16,4
sumitra,lakshmi,2,4
sumitra,raghu,2,4
lakshmi,raghu,1,4
raghu,agni,5,4
lakshman,brahma,5,4
brahma,agastya,1,4
brahma,kusik,1,4
agastya,kusik,1,4
agastya,raghu,1,4
kusik,raghu,1,4
kausalya,taittiriya,2,4
taittiriya,chitraratha,1,4
trijat,garga,3,4
angiras,rama,2,4
kausalya,sumantra,3,4
dandak,lakshman,6,4
dandak,sita,3,4
brahma,lakshman,2,4
brahma,sita,2,4
mahendra,dasaratha,1,4
ikshvaku,kaikeyi,2,4
ikshvaku,bharat,2,4
ikshvaku,sumantra,1,4
sumantra,raghu,1,4
ayodhya,kaikeyi,1,4
siddharth,kaikeyi,1,4
siddharth,asamanj,1,4
sagar,rama,1,4
vasishtha,kaikeyi,5,4
ikshvaku,sita,2,4
rama,sita,64,4
dasaratha,sita,7,4
dasaratha,sumitra,3,4
matali,sumantra,1,4
matali,rama,1,4
raghu,ayodhya,1,4
videha,meru,1,4
videha,lakshman,1,4
meru,lakshman,1,4
trisanku,jupiter,1,4
trisanku,mercury,1,4
trisanku,mars,1,4
jupiter,mercury,1,4
jupiter,mars,1,4
mercury,mars,1,4
visakhas,ayodhya,1,4
visakhas,rama,1,4
indra,ayodhya,1,4
rama,ikshvaku,8,4
kausalya,bharat,10,4
dasaratha,kausalya,1,4
nagas,lakshman,1,4
lakshman,kaikeyi,3,4
sita,ayodhya,1,4
sita,rama,26,4
suvahu,rama,1,4
ayodhya,sita,5,4
ayodhya,lakshmi,1,4
lakshmi,lakshman,1,4
bharat,ayodhya,5,4
tamasa,sumantra,1,4
rama,raghu,14,4
kosala,vedasruti,1,4
kosala,agastya,1,4
vedasruti,agastya,1,4
syandika,videhan,1,4
videhan,manu,1,4
videhan,ikshvaku,1,4
manu,ikshvaku,3,4
kosala,ayodhya,2,4
daitya,sumantra,1,4
daitya,lakshman,1,4
daitya,rama,1,4
daitya,sita,1,4
sumantra,lakshman,7,4
sumantra,sita,7,4
lakshman,guha,2,4
kausalya,satrughna,3,4
sumantra,ayodhya,21,4
kaikeyi,raghu,4,4
ganga,lakshman,4,4
ganga,sita,3,4
kosala,bharat,1,4
kosala,rama,1,4
dasaratha,lakshman,3,4
kausalya,ayodhya,6,4
sumitra,ayodhya,1,4
sumitra,dandak,1,4
ayodhya,dandak,5,4
dandak,kausalya,1,4
yamuna,ganga,5,4
lakshman,prayag,2,4
rama,prayag,8,4
dasaratha,janak,1,4
dasaratha,videha,2,4
janak,videha,2,4
chitrakuta,gandhamadan,3,4
sita,bharadvaja,2,4
rama,yamuna,8,4
rama,ganga,8,4
rama,kalindi,8,4
yamuna,kalindi,1,4
ganga,kalindi,6,4
kalindi,raghu,4,4
syama,sita,2,4
videhan,sita,2,4
ikshvaku,kalindi,1,4
janak,rama,4,4
sita,chitrakuta,6,4
chitrakuta,rama,3,4
chitrakuta,lakshman,2,4
chitrakuta,videhan,2,4
visvedevas,rudra,1,4
visvedevas,vishnu,1,4
rudra,vishnu,1,4
rama,guha,13,4
guha,sumantra,3,4
ganga,ayodhya,1,4
asvins,mandar,1,4
asvins,sumantra,1,4
asvins,rama,1,4
asvins,lakshman,1,4
asvins,sita,1,4
mandar,sumantra,1,4
mandar,rama,2,4
mandar,lakshman,1,4
mandar,sita,1,4
ganga,prayag,1,4
prayag,lakshman,1,4
guha,rama,2,4
lakshman,dandak,2,4
dandak,yama,1,4
kaikeyi,sumantra,1,4
sita,videhan,10,4
mahendra,lakshman,1,4
soma,raghu,1,4
rama,dasaratha,3,4
lakshman,dasaratha,1,4
lakshman,indra,1,4
dasaratha,sarju,2,4
dhundhumar,nahush,1,4
dhundhumar,dilipa,1,4
dhundhumar,sagar,1,4
dhundhumar,saivya,1,4
nahush,dilipa,2,4
nahush,sagar,1,4
nahush,saivya,1,4
dilipa,sagar,1,4
dilipa,saivya,1,4
sagar,saivya,1,4
kausalya,kaikeyi,11,4
sumitra,kaikeyi,8,4
kaikeyi,dasaratha,1,4
raghu,kaikeyi,2,4
javali,gautam,1,4
javali,katyayan,1,4
javali,markandeya,1,4
javali,vamadeva,1,4
javali,mudgalya,1,4
gautam,katyayan,1,4
gautam,markandeya,1,4
gautam,vamadeva,1,4
gautam,mudgalya,1,4
gautam,kasyap,1,4
katyayan,markandeya,1,4
katyayan,vamadeva,1,4
katyayan,mudgalya,1,4
katyayan,kasyap,1,4
markandeya,vamadeva,1,4
markandeya,mudgalya,1,4
markandeya,kasyap,1,4
vamadeva,mudgalya,1,4
vamadeva,kasyap,1,4
mudgalya,kasyap,1,4
kasyap,vasishtha,1,4
rama,satrughna,1,4
bharat,kekaya,1,4
bharat,rajagriha,4,4
satrughna,kekaya,1,4
satrughna,rajagriha,1,4
kekaya,rajagriha,1,4
kekaya,ikshvaku,1,4
rajagriha,ikshvaku,1,4
rajagriha,satrughna,2,4
asok,siddharth,1,4
asok,jayanta,1,4
asok,vijay,1,4
siddharth,jayanta,1,4
siddharth,vijay,1,4
jayanta,vijay,1,4
vijay,rajagriha,1,4
kekaya,vasishtha,1,4
pralamba,apartala,1,4
pralamba,malini,1,4
pralamba,ganga,1,4
apartala,malini,1,4
apartala,ganga,1,4
apartala,hastinapura,1,4
malini,ganga,1,4
malini,hastinapura,1,4
malini,panchala,1,4
malini,kurujangal,1,4
ganga,hastinapura,1,4
ganga,panchala,1,4
ganga,kurujangal,1,4
hastinapura,panchala,1,4
hastinapura,kurujangal,1,4
panchala,kurujangal,1,4
kulinga,abhikala,1,4
kulinga,ikshumati,1,4
abhikala,ikshumati,1,4
ikshumati,bahika,1,4
bahika,sudaman,1,4
bahika,vishnu,1,4
bahika,vipasa,1,4
bahika,salmali,1,4
sudaman,vishnu,1,4
sudaman,vipasa,1,4
sudaman,salmali,1,4
vishnu,vipasa,1,4
vishnu,salmali,1,4
vipasa,salmali,1,4
lakshman,kausalya,6,4
sumitra,satrughna,1,4
kekaya,kaikeyi,1,4
kekaya,asvapati,1,4
kekaya,bharat,1,4
kaikeyi,asvapati,1,4
asvapati,indrasira,1,4
indrasira,airavat,1,4
bharat,sudama,4,4
bharat,hladini,4,4
sudama,hladini,1,4
sudama,ikshvaku,1,4
hladini,ikshvaku,1,4
hladini,satadru,1,4
hladini,ailadhana,1,4
ikshvaku,satadru,2,4
ikshvaku,ailadhana,2,4
ikshvaku,aparparyat,2,4
ikshvaku,sila,2,4
ikshvaku,akurvati,2,4
satadru,ailadhana,1,4
satadru,aparparyat,1,4
satadru,sila,1,4
satadru,akurvati,1,4
ailadhana,aparparyat,1,4
ailadhana,sila,1,4
ailadhana,akurvati,1,4
ailadhana,agneya,1,4
aparparyat,sila,1,4
aparparyat,akurvati,1,4
aparparyat,agneya,1,4
aparparyat,salyakartan,1,4
aparparyat,silavaha,1,4
sila,akurvati,1,4
sila,agneya,1,4
sila,salyakartan,1,4
sila,silavaha,1,4
akurvati,agneya,1,4
akurvati,salyakartan,1,4
akurvati,silavaha,1,4
agneya,salyakartan,1,4
agneya,silavaha,1,4
salyakartan,silavaha,1,4
salyakartan,chaitraratha,1,4
silavaha,chaitraratha,1,4
chaitraratha,sarasvati,1,4
chaitraratha,ganga,1,4
chaitraratha,bharunda,1,4
chaitraratha,viramatsya,1,4
chaitraratha,kalinda,1,4
sarasvati,ganga,1,4
sarasvati,bharunda,1,4
sarasvati,viramatsya,1,4
sarasvati,kalinda,1,4
